INFO :[2021-06-15 15:56:19,294] ContextLoader.java:270 - Root WebApplicationContext: initialization started
DEBUG:[2021-06-15 16:12:57,504] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:12:57,504] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:12:57,504] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:12:59,937] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:12:59,938] LoggerInterceptor.java:21 - /spring/ws/stomp.do
DEBUG:[2021-06-15 16:12:59,938] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:12:59,938] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:12:59,939] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="ws/stomp"; model={}]
DEBUG:[2021-06-15 16:12:59,943] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:12:59,943] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:13:00,176] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:13:00,177] LoggerInterceptor.java:21 - /spring/stommp/info
DEBUG:[2021-06-15 16:13:00,177] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:13:00,177] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:13:00,177] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:13:00,177] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:13:00,178] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:13:00,221] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:13:00,221] LoggerInterceptor.java:21 - /spring/stommp/275/vdukw1n4/websocket
DEBUG:[2021-06-15 16:13:00,221] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:13:00,223] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:13:00,224] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:13:00,224] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:13:00,224] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:16:03,408] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:16:03,408] LoggerInterceptor.java:21 - /spring/ws/stomp.do
DEBUG:[2021-06-15 16:16:03,408] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:16:03,409] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:16:03,409] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="ws/stomp"; model={}]
DEBUG:[2021-06-15 16:16:03,416] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:16:03,416] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:16:03,727] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:16:03,728] LoggerInterceptor.java:21 - /spring/resources/images/logo-spring.png
DEBUG:[2021-06-15 16:16:03,728] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:16:03,731] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:16:03,731] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:16:03,732] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:16:03,732] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:16:03,819] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:16:03,819] LoggerInterceptor.java:21 - /spring/stommp/info
DEBUG:[2021-06-15 16:16:03,819] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:16:03,820] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:16:03,820] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:16:03,820] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:16:03,820] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:16:03,848] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:16:03,848] LoggerInterceptor.java:21 - /spring/stommp/007/3t1iiay3/websocket
DEBUG:[2021-06-15 16:16:03,848] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:16:03,850] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:16:03,850] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:16:03,850] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:16:03,850] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:18:17,666] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:18:17,666] LoggerInterceptor.java:21 - /spring/ws/stomp.do
DEBUG:[2021-06-15 16:18:17,666] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:18:17,667] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:18:17,667] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="ws/stomp"; model={}]
DEBUG:[2021-06-15 16:18:17,844] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:18:17,844] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:18:17,891] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:18:17,892] LoggerInterceptor.java:21 - /spring/resources/css/style.css
DEBUG:[2021-06-15 16:18:17,892] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:18:17,899] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:18:17,900] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:18:17,900] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:18:17,900] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:18:18,034] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:18:18,035] LoggerInterceptor.java:21 - /spring/resources/images/logo-spring.png
DEBUG:[2021-06-15 16:18:18,035] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:18:18,037] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:18:18,038] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:18:18,038] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:18:18,038] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:18:18,221] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:18:18,221] LoggerInterceptor.java:21 - /spring/stommp/info
DEBUG:[2021-06-15 16:18:18,221] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:18:18,222] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:18:18,222] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:18:18,222] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:18:18,222] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:18:18,232] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:18:18,232] LoggerInterceptor.java:21 - /spring/stommp/657/ckjs1v2r/websocket
DEBUG:[2021-06-15 16:18:18,232] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:18:18,233] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:18:18,234] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:18:18,234] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:18:18,234] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:18:29,514] StompController.java:40 - notice = Notice(from=admin, to=all, message=반갑습니다 헤헤, type=NOTICE, time=1623741509510)
DEBUG:[2021-06-15 16:19:02,033] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:19:02,033] LoggerInterceptor.java:21 - /spring/ws/stomp.do
DEBUG:[2021-06-15 16:19:02,033] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:19:02,033] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:19:02,033] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="ws/stomp"; model={}]
DEBUG:[2021-06-15 16:19:02,041] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:19:02,041] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:19:02,354] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:19:02,354] LoggerInterceptor.java:21 - /spring/resources/images/logo-spring.png
DEBUG:[2021-06-15 16:19:02,354] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:19:02,357] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:19:02,357] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:19:02,358] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:19:02,358] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:19:02,447] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:19:02,447] LoggerInterceptor.java:21 - /spring/stommp/info
DEBUG:[2021-06-15 16:19:02,447] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:19:02,448] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:19:02,448] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:19:02,448] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:19:02,448] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:19:02,468] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:19:02,468] LoggerInterceptor.java:21 - /spring/stommp/790/c4gbn3lt/websocket
DEBUG:[2021-06-15 16:19:02,468] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:19:02,470] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:19:02,470] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:19:02,470] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:19:02,470] LoggerInterceptor.java:47 - ____________________end_____________________
INFO :[2021-06-15 16:24:34,859] CompositeLog.java:132 - Stopping...
INFO :[2021-06-15 16:24:34,860] CompositeLog.java:132 - BrokerAvailabilityEvent[available=false, SimpleBrokerMessageHandler [DefaultSubscriptionRegistry[cache[0 destination(s)], registry[0 sessions]]]]
INFO :[2021-06-15 16:24:34,860] CompositeLog.java:132 - Stopped.
INFO :[2021-06-15 16:24:37,603] ContextLoader.java:270 - Root WebApplicationContext: initialization started
INFO :[2021-06-15 16:24:40,511] ContextLoader.java:306 - Root WebApplicationContext initialized in 2905 ms
INFO :[2021-06-15 16:24:40,594] FrameworkServlet.java:524 - Initializing Servlet 'appServlet'
INFO :[2021-06-15 16:24:44,073] CompositeLog.java:132 - Starting...
INFO :[2021-06-15 16:24:44,074] CompositeLog.java:132 - BrokerAvailabilityEvent[available=true, SimpleBrokerMessageHandler [DefaultSubscriptionRegistry[cache[0 destination(s)], registry[0 sessions]]]]
INFO :[2021-06-15 16:24:44,077] CompositeLog.java:132 - Started.
INFO :[2021-06-15 16:24:44,097] FrameworkServlet.java:546 - Completed initialization in 3503 ms
INFO :[2021-06-15 16:25:43,877] WebSocketMessageBrokerStats.java:124 - WebSocketSession[0 current WS(0)-HttpStream(0)-HttpPoll(0), 0 total, 0 closed abnormally (0 connect failure, 0 send limit, 0 transport error)], stompSubProtocol[processed CONNECT(0)-CONNECTED(0)-DISCONNECT(0)], stompBrokerRelay[null], inboundChannel[pool size = 0, active threads = 0, queued tasks = 0, completed tasks = 0], outboundChannel[pool size = 0, active threads = 0, queued tasks = 0, completed tasks = 0], sockJsScheduler[pool size = 1, active threads = 1, queued tasks = 0, completed tasks = 0]
DEBUG:[2021-06-15 16:29:24,911] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:29:24,911] LoggerInterceptor.java:21 - /spring/
DEBUG:[2021-06-15 16:29:24,911] LoggerInterceptor.java:22 - ---------------------------------------------
INFO :[2021-06-15 16:29:24,926] HomeController.java:30 - index 페이지 요청
DEBUG:[2021-06-15 16:29:24,937] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:29:24,940] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="forward:/index.jsp"; model={}]
DEBUG:[2021-06-15 16:29:25,050] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:29:25,050] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:29:32,119] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:29:32,119] LoggerInterceptor.java:21 - /spring/ws/stomp.do
DEBUG:[2021-06-15 16:29:32,120] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:29:32,121] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:29:32,121] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:29:32,160] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:29:32,160] LoggerInterceptor.java:21 - /spring/member/memberLogin.do
DEBUG:[2021-06-15 16:29:32,161] LoggerInterceptor.java:22 - ---------------------------------------------
INFO :[2021-06-15 16:29:32,166] MemberController.java:93 - @ModelAttribute("common")
INFO :[2021-06-15 16:29:32,194] MemberController.java:150 - referer = http://localhost:9090/spring/
INFO :[2021-06-15 16:29:32,194] MemberController.java:151 - next = http://localhost:9090/spring/ws/stomp.do?null
DEBUG:[2021-06-15 16:29:32,207] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:29:32,207] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="member/memberLogin"; model={msg=로그인 후 사용하실 수 있습니다., next=http://localhost:9090/spring/ws/stomp.do?null, common={adminPhone=070-1234-5678, adminEmail=admin@kh.or.kr}, org.springframework.validation.BindingResult.next=org.springframework.validation.BeanPropertyBindingResult: 0 errors}]
DEBUG:[2021-06-15 16:29:32,232] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:29:32,232] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:29:39,821] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:29:39,821] LoggerInterceptor.java:21 - /spring/member/memberLogin.do
DEBUG:[2021-06-15 16:29:39,821] LoggerInterceptor.java:22 - ---------------------------------------------
INFO :[2021-06-15 16:29:39,833] MemberController.java:93 - @ModelAttribute("common")
INFO :[2021-06-15 16:29:40,341] MemberController.java:163 - member = Member(id=admin, password=$2a$10$D8gjn88unUZvff1SfDrQwe3fIon37Yyx9w3QIgaCR9QWhvqcBdDXS, name=관리자, gender=F, birthday=1990-12-25, email=admin@naver.com, phone=01012345678, address=서울시 강남구, hobby=[독서], enrollDate=2021-05-20, enabled=true)
INFO :[2021-06-15 16:29:40,404] MemberController.java:184 - next = http://localhost:9090/spring/ws/stomp.do?null
DEBUG:[2021-06-15 16:29:40,405] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:29:40,405] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="redirect:http://localhost:9090/spring/ws/stomp.do?null"; model={}]
DEBUG:[2021-06-15 16:29:40,410] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:29:40,411] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:29:40,427] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:29:40,428] LoggerInterceptor.java:21 - /spring/ws/stomp.do
DEBUG:[2021-06-15 16:29:40,428] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:29:40,428] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:29:40,428] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="ws/stomp"; model={}]
DEBUG:[2021-06-15 16:29:41,310] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:29:41,310] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:29:41,607] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:29:41,608] LoggerInterceptor.java:21 - /spring/stommp/info
DEBUG:[2021-06-15 16:29:41,608] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:29:41,610] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:29:41,610] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:29:41,610] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:29:41,610] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:29:41,620] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:29:41,621] LoggerInterceptor.java:21 - /spring/stommp/759/btwprsib/websocket
DEBUG:[2021-06-15 16:29:41,621] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:29:41,668] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:29:41,668] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:29:41,668] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:29:41,668] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:29:49,315] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:29:49,315] LoggerInterceptor.java:21 - /spring/
DEBUG:[2021-06-15 16:29:49,316] LoggerInterceptor.java:22 - ---------------------------------------------
INFO :[2021-06-15 16:29:49,316] HomeController.java:30 - index 페이지 요청
DEBUG:[2021-06-15 16:29:49,316] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:29:49,316] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="forward:/index.jsp"; model={}]
DEBUG:[2021-06-15 16:29:49,321] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:29:49,322] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:29:53,566] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:29:53,566] LoggerInterceptor.java:21 - /spring/ws/stomp.do
DEBUG:[2021-06-15 16:29:53,566] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:29:53,566] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:29:53,567] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:29:53,574] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:29:53,575] LoggerInterceptor.java:21 - /spring/member/memberLogin.do
DEBUG:[2021-06-15 16:29:53,575] LoggerInterceptor.java:22 - ---------------------------------------------
INFO :[2021-06-15 16:29:53,575] MemberController.java:93 - @ModelAttribute("common")
INFO :[2021-06-15 16:29:53,576] MemberController.java:150 - referer = http://localhost:9090/spring/
INFO :[2021-06-15 16:29:53,576] MemberController.java:151 - next = http://localhost:9090/spring/ws/stomp.do?null
DEBUG:[2021-06-15 16:29:53,576] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:29:53,576] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="member/memberLogin"; model={msg=로그인 후 사용하실 수 있습니다., next=http://localhost:9090/spring/ws/stomp.do?null, common={adminPhone=070-1234-5678, adminEmail=admin@kh.or.kr}, org.springframework.validation.BindingResult.next=org.springframework.validation.BeanPropertyBindingResult: 0 errors}]
DEBUG:[2021-06-15 16:29:53,579] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:29:53,579] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:29:55,451] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:29:55,452] LoggerInterceptor.java:21 - /spring/member/memberLogin.do
DEBUG:[2021-06-15 16:29:55,452] LoggerInterceptor.java:22 - ---------------------------------------------
INFO :[2021-06-15 16:29:55,453] MemberController.java:93 - @ModelAttribute("common")
INFO :[2021-06-15 16:29:55,456] MemberController.java:163 - member = Member(id=honggd, password=$2a$10$58P5ZogXEOyZbwCYwYX2fOwsuu6CogrAAaY.l//XUYvClKbzvV5l6, name=홍길동, gender=M, birthday=2021-05-14, email=honggd@naver.com, phone=01012341234, address=null, hobby=[등산, 독서, 여행], enrollDate=2021-05-20, enabled=true)
INFO :[2021-06-15 16:29:55,513] MemberController.java:184 - next = http://localhost:9090/spring/ws/stomp.do?null
DEBUG:[2021-06-15 16:29:55,514] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:29:55,514] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="redirect:http://localhost:9090/spring/ws/stomp.do?null"; model={}]
DEBUG:[2021-06-15 16:29:55,514] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:29:55,514] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:29:55,519] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:29:55,519] LoggerInterceptor.java:21 - /spring/ws/stomp.do
DEBUG:[2021-06-15 16:29:55,519] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:29:55,519] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:29:55,520] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="ws/stomp"; model={}]
DEBUG:[2021-06-15 16:29:55,526] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:29:55,526] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:29:55,860] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:29:55,860] LoggerInterceptor.java:21 - /spring/stommp/info
DEBUG:[2021-06-15 16:29:55,860] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:29:55,860] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:29:55,860] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:29:55,861] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:29:55,861] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:29:55,878] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:29:55,878] LoggerInterceptor.java:21 - /spring/stommp/809/vihw22t4/websocket
DEBUG:[2021-06-15 16:29:55,878] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:29:55,880] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:29:55,880] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:29:55,880] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:29:55,880] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:30:42,862] StompController.java:40 - notice = Notice(from=admin, to=all, message=전체공지입니다, type=NOTICE, time=1623742242621)
DEBUG:[2021-06-15 16:38:22,830] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:38:22,830] LoggerInterceptor.java:21 - /spring/ws/stomp.do
DEBUG:[2021-06-15 16:38:22,830] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:38:22,831] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:38:22,831] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="ws/stomp"; model={}]
DEBUG:[2021-06-15 16:38:23,013] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:38:23,014] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:38:23,110] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:38:23,110] LoggerInterceptor.java:21 - /spring/resources/css/style.css
DEBUG:[2021-06-15 16:38:23,110] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:38:23,120] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:38:23,121] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:38:23,121] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:38:23,121] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:38:23,267] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:38:23,267] LoggerInterceptor.java:21 - /spring/resources/images/logo-spring.png
DEBUG:[2021-06-15 16:38:23,268] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:38:23,270] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:38:23,270] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:38:23,270] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:38:23,270] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:38:26,534] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:38:26,535] LoggerInterceptor.java:21 - /spring/ws/stomp.do
DEBUG:[2021-06-15 16:38:26,535] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:38:26,535] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:38:26,535] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="ws/stomp"; model={}]
DEBUG:[2021-06-15 16:38:26,537] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:38:26,537] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:38:27,123] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:38:27,124] LoggerInterceptor.java:21 - /spring/resources/images/logo-spring.png
DEBUG:[2021-06-15 16:38:27,124] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:38:27,127] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:38:27,128] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:38:27,128] LoggerInterceptor.java:45 - ------------------- view -------------------
